ID,Start time,Completion time,Email,Name,Last modified time,Question,Please select the appropriate consent statement below.,How do you usually ride your skateboard?,"With which foot forward do you do your highest ollies on a skateboard?
","When you skate an obstacle with transition like a bowl or a half-pipe, which foot forward feels most comfortable?
",What foot forward do you feel the most safe riding fast down a hill on a skateboard?,"When you snowboard, which foot forward do you feel most comfortable carving down the mountain with?
","When you surf, which foot forward do you feel most comfortable when you ride a wave?
",Almost all of my friends (more than 90%) share my same stance.,"One or more of my parents share my same stance when they skateboard, snowboard, and/or surf.
","My favorite skateboarder has the same stance as me.
","I started skateboarding with a different stance than the one I have now.
","In recent memory, I recall seeing skateboarding magazine ads or online posts in skate-
boarding, and I have tried to figure out what stance they are.","I have the same stance whether I skate any obstacle, snowboard any hill, or surf any wave.","Usually, when you write with a pen or pencil, which hand do you use?","Usually, when you throw a ball, which hand do you use?
","Which hand do you feel more control when swinging a hammer?
","Usually, when you kick a ball into a goal, which foot do you use?
","Usually, when you sweep a floor from the side, which foot seems more naturally in front?
","If you were to step on a guitar pedal, which foot would you use?
","To stand on a chair, which foot do you use to get up on the chair?
",Take a moment to test your preferred eye. 1) Stretch your arms out in front of you and 2) with your hands make an O shaped hole and 3) line up the O shaped hole to frame an object. Which eye do yo...,Take a moment to pinpoint an object in the distance and align your thumb over it. Which eye do you need to close to do so?,How many years have you been skateboarding,"In the last few years, how often do you skateboard?",What would your say your skateboarding expertise level is?,Gender:,Race (Mark ONLY one with which you MOST CLOSELY identify),Age,Ethnicity (Mark ONLY one with which you MOST CLOSELY identify):,Residence Locality (Mark ONLY one with which you CURRENTLY live),Identity Locality (Mark ONLY one with which you IDENTIFY as your home locality)
50,5/2/24 16:15:48,5/2/24 16:19:52,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Mostly Left    ,Always  Left,I do not do these activities enough to know,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Strongly disagree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Both Equally    ,Mostly Left    ,Mostly Right    ,Mostly Left    ,Left    ,Mostly Right    ,5-10 years,Yearly,Intermediate (I can occasionally land simple tricks),Man,White,26-35,Not Hispanic or Latino,North America;,North America;
51,5/2/24 16:13:33,5/2/24 16:22:21,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,I do not surf enough to know,Disagree,I do not know,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Right    ,Mostly Left    ,5-10 years,Every other week,Advanced (I can occasionally land complex tricks),Man,Black or African American,21-25,Not Hispanic or Latino,North America;,North America;
52,5/2/24 16:08:52,5/2/24 16:22:55,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Mostly Right    ,Always Right    ,Always Right    ,I do not surf enough to know,Neutral,I do not know,Strongly Agree,Strongly disagree,Neutral,Strongly Agree,Always  Left,Always  Left,Always  Left,Always  Left,Always Right    ,Mostly Right    ,Always Right    ,Right    ,Always Right    ,20+ years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,26-35,Not Hispanic or Latino,North America;,North America;
53,5/2/24 16:23:45,5/2/24 16:23:48,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,I do not surf enough to know,Neutral,Disagree,Disagree,Strongly disagree,Disagree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Always Right    ,Mostly Left    ,Left    ,Mostly Left    ,11-20 years,Every other week,Intermediate (I can occasionally land simple tricks),Man,White,26-35,Not Hispanic or Latino,North America;,North America;
54,5/2/24 16:14:17,5/2/24 16:24:48,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,I do not surf enough to know,Disagree,I do not know,Neutral,Strongly disagree,Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Both Equally    ,Always Right    ,Right    ,Mostly Left    ,11-20 years,Daily,Expert (I can consistently land complex tricks),Man,White,26-35,Not Hispanic or Latino,North America;,North America;
55,5/2/24 16:19:10,5/2/24 16:26:36,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Disagree,I do not know,Agree,Disagree,Neutral,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Always Right    ,Always Right    ,Right    ,Always Right    ,3-5 years,Weekly,Intermediate (I can occasionally land simple tricks),Woman,White,21-25,Not Hispanic or Latino,North America;,North America;
56,5/2/24 16:22:27,5/2/24 16:26:46,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Both Equally    ,Both Equally    ,Right    ,Mostly Left    ,5-10 years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,21-25,Unknown or not reported,North America;,North America;
57,5/2/24 16:20:54,5/2/24 16:27:09,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Disagree,Agree,I do not know the stance of my favorite skateboarder,Disagree,Disagree,Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Both Equally    ,Always Right    ,Always Right    ,Right    ,Always Right    ,11-20 years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,21-25,Not Hispanic or Latino,North America;,North America;
58,5/2/24 16:21:31,5/2/24 16:27:20,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Mostly Left    ,Always  Left,Always  Left,Mostly Left    ,Always  Left,Disagree,I do not know,Disagree,Strongly disagree,Agree,Disagree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Mostly Left    ,Mostly Left    ,Right    ,Mostly Left    ,20+ years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,46-55,Not Hispanic or Latino,North America;,North America;
59,5/2/24 16:20:33,5/2/24 16:28:48,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,I do not surf enough to know,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Neutral,Agree,Disagree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Mostly Right    ,Both Equally    ,Neither,Mostly Left    ,20+ years,Daily,Advanced (I can occasionally land complex tricks),Man,White,21-25,Not Hispanic or Latino,North America;,North America;
60,5/2/24 16:26:05,5/2/24 16:30:02,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Mostly Right    ,Mostly Right    ,Always Right    ,Mostly Right    ,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Always Right    ,Mostly Left    ,Always Right    ,Always Right    ,Mostly Right    ,Always Right    ,Mostly Right    ,Left    ,Both Equally    ,3-5 years,Daily,Intermediate (I can occasionally land simple tricks),Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
61,5/2/24 16:16:38,5/2/24 16:35:00,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Mostly Right    ,Always Right    ,Always Right    ,Always Right    ,Disagree,I do not know,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Right    ,Always Right    ,Always Right    ,Right    ,Always  Left,5-10 years,Weekly,Advanced (I can occasionally land complex tricks),Woman,White,26-35,Not Hispanic or Latino,Europe;,Europe;
62,5/2/24 16:29:07,5/2/24 16:35:02,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Disagree,I do not know,Agree,Strongly disagree,Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Mostly Right    ,Always  Left,Left    ,Always Right    ,20+ years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,26-35,Not Hispanic or Latino,North America;,North America;
63,5/2/24 16:28:35,5/2/24 16:37:18,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,Mostly Right    ,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Both Equally    ,Left    ,Mostly Right    ,11-20 years,Monthly,Intermediate (I can occasionally land simple tricks),Man,White,21-25,Not Hispanic or Latino,North America;,North America;
64,5/2/24 16:36:41,5/2/24 16:40:31,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,I do not surf enough to know,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Always  Left,Both Equally    ,Always Right    ,Always Right    ,Right    ,Mostly Right    ,3-5 years,Weekly,Intermediate (I can occasionally land simple tricks),Woman,Asian,20 and under,Not Hispanic or Latino,North America;,North America;
65,5/2/24 16:36:44,5/2/24 16:41:31,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always Right    ,Mostly Left    ,Always  Left,Mostly Left    ,I do not surf enough to know,Strongly disagree,Neutral,Neutral,Agree,Disagree,Neutral,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Mostly Right    ,Mostly Left    ,Left    ,Mostly Left    ,20+ years,Daily,Advanced (I can occasionally land complex tricks),Man,Asian,26-35,Not Hispanic or Latino,North America;,North America;
66,5/2/24 16:37:26,5/2/24 16:44:06,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Strongly disagree,I do not know,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Always Right    ,Mostly Right    ,Left    ,Always  Left,3-5 years,Seasonal (summer),Advanced (I can occasionally land complex tricks),Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
67,5/2/24 16:38:18,5/2/24 16:44:08,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Disagree,I do not know,Neutral,Strongly disagree,Neutral,Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Mostly Right    ,Mostly Left    ,Right    ,Mostly Right    ,20+ years,Yearly,Intermediate (I can occasionally land simple tricks),Prefer not to say,White,46-55,Not Hispanic or Latino,North America;,North America;
68,5/2/24 16:39:11,5/2/24 16:45:05,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Neutral,Disagree,Agree,Disagree,Neutral,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Both Equally    ,Always Right    ,Always Right    ,Right    ,Always Right    ,5-10 years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
69,5/2/24 16:40:43,5/2/24 16:45:55,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,I do not surf enough to know,Disagree,I do not know,Neutral,Disagree,Agree,Agree,Mostly Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Neither,Mostly Right    ,20+ years,Every other week,Advanced (I can occasionally land complex tricks),Man,White,26-35,Not Hispanic or Latino,North America;,North America;
70,5/2/24 16:41:55,5/2/24 16:46:12,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Disagree,Neutral,Disagree,Disagree,Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Mostly Right    ,Both Equally    ,Right    ,Always  Left,11-20 years,Daily,Expert (I can consistently land complex tricks),Man,White,21-25,Not Hispanic or Latino,North America;,North America;
71,5/2/24 16:38:09,5/2/24 16:46:16,anonymous,,,5/2/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Mostly Left    ,Always  Left,Always  Left,Neutral,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Strongly disagree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Always  Left,Mostly Left    ,Left    ,Always  Left,5-10 years,Seasonal (summer),Novice (I can push around),Man,American Indian or Alaska Native,26-35,Hispanic or Latino,South America;,South America;
72,5/2/24 16:36:46,5/2/24 16:46:19,anonymous,,,11/19/1998,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always Right    ,Always  Left,Always  Left,Always  Left,Always  Left,Disagree,I do not know,Disagree,Disagree,Disagree,Agree,Always  Left,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Both Equally    ,Mostly Left    ,Left    ,Mostly Left    ,11-20 years,Monthly,Novice (I can push around),Man,White,21-25,Not Hispanic or Latino,North America;,North America;
