consent,skate_stance,ollie_foot,bowl_foot,downhill_foot,snowboard_foot,surf_foot,friends_share_stance,parents_share_stance,fav_skater_share_stance,changed_stance,stance_awareness,consistent_stance,hand_write,hand_throw,hand_hammer,foot_kick,foot_sweep,foot_pedal,foot_chair,eye_test1,eye_test2,years_skate,freq_skate,expertise,gender,race,age,ethnicity,residence_locality,home_locality
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,Always Left,Neutral,I do not know,Agree,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Always Right,Right,Always Left,20.0,Every other week,Advanced,Man,White,36-45,Unknown or not reported,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,,Agree,I do not know,Neutral,Strongly disagree,Agree,Agree,Always Right,Always Right,Mostly Right,Always Right,Mostly Left,Mostly Right,Mostly Right,Left,Mostly Right,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Always Left,Always Left,Always Left,,Neutral,I do not know,Agree,Strongly disagree,Neutral,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Right,Mostly Left,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Disagree,I do not know,Neutral,Disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Always Right,Neither,Mostly Left,20.0,Weekly,Intermediate,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,,Disagree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Mostly Right,Left,Always Right,20.0,Monthly,Intermediate,Man,More than one race,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Neutral,I do not know,Neutral,Strongly disagree,Strongly Agree,Agree,Always Left,Always Left,Always Left,Mostly Right,Mostly Right,Both Equally,Mostly Right,Right,Mostly Right,11.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Neutral,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Both Equally,Always Right,Left,Mostly Right,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,Europe;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Both Equally,Both Equally,Mostly Right,Disagree,Agree,Neutral,Strongly disagree,Agree,Neutral,Always Right,Always Right,Mostly Right,Both Equally,Both Equally,Mostly Left,Both Equally,Left,Mostly Left,20.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Right,Mostly Right,Always Right,,Mostly Right,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Right,Always Right,3.0,Daily,Advanced,Man,Asian,21-25,Unknown or not reported,Asia;,Asia;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,,Mostly Left,Mostly Left,,Mostly Left,Neutral,Agree,Agree,Disagree,Disagree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Mostly Right,Right,Mostly Left,,Yearly,Novice,Woman,White,26-35,Unknown or not reported,South America;Asia;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,,Disagree,I do not know,Disagree,Agree,Strongly Agree,Disagree,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Left,Mostly Left,Mostly Left,Left,Always Left,20.0,Yearly,Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Strongly disagree,I do not know,Disagree,Strongly disagree,Strongly Agree,Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Mostly Right,Neither,Mostly Left,11.0,Weekly,Advanced,Man,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,Mostly Left,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Mostly Left,Mostly Right,Mostly Right,Left,Mostly Right,5.0,Never,Intermediate,Man,White,56 and over,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Mostly Left,Always Left,Mostly Left,,Agree,I do not know,Disagree,Strongly disagree,Strongly Agree,Agree,Always Right,Mostly Right,Mostly Right,Both Equally,Mostly Left,Mostly Right,Mostly Right,Left,Mostly Right,11.0,Seasonal (summer),Intermediate,Man,White,36-45,Not Hispanic or Latino,North America;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Left,Always Right,Always Right,Mostly Left,Right,Always Right,20.0,Yearly,Intermediate,Man,White,46-55,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Strongly disagree,Neutral,Agree,Agree,Disagree,Neutral,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Left,Mostly Left,20.0,Weekly,Expert,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,Always Right,Disagree,I do not know,Agree,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Always Right,Always Right,Left,Mostly Right,20.0,Seasonal (summer),Advanced,Woman,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Neutral,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Always Right,Always Right,Mostly Right,Right,Always Right,20.0,Daily,Advanced,Man,,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Left,Always Right,Always Right,Always Left,Mostly Right,Always Left,Right,Always Right,20.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Neutral,Neutral,Disagree,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Left,Mostly Left,Right,Always Left,5.0,Seasonal (summer),Novice,Non-binary,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Both Equally,Always Left,Always Left,Always Left,,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Always Right,Mostly Right,Always Right,Always Right,Always Left,Mostly Right,Mostly Left,Left,Always Right,20.0,Weekly,Expert,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Disagree,I do not know,Agree,Strongly disagree,Strongly Agree,Agree,Mostly Right,Mostly Right,Always Right,Mostly Right,Both Equally,Mostly Right,Mostly Right,Left,Mostly Left,20.0,Monthly,Advanced,Man,More than one race,26-35,Hispanic or Latino,North America;,Prefer not to say;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Disagree,I do not know,Disagree,Disagree,Disagree,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Always Left,Mostly Right,Mostly Right,Right,Always Right,3.0,Monthly,Intermediate,Woman,White,26-35,Unknown or not reported,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Always Left,Mostly Left,Mostly Left,Always Left,Disagree,I do not know,Neutral,Strongly disagree,Agree,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Both Equally,Mostly Right,Mostly Right,Left,Mostly Right,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Strongly disagree,Agree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Always Right,Always Right,Always Right,Left,Always Right,20.0,Weekly,Expert,Man,White,26-35,Not Hispanic or Latino,Australia;,Other;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Strongly disagree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Mostly Right,Right,Always Left,11.0,Weekly,Expert,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Disagree,I do not know,Neutral,Strongly disagree,Agree,Strongly Agree,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Both Equally,Both Equally,Both Equally,Right,Both Equally,,Weekly,Beginner,Woman,Asian,26-35,Not Hispanic or Latino,Asia;,Asia;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Neutral,Agree,Disagree,Strongly disagree,Agree,Strongly Agree,Always Left,Always Left,Always Left,Always Left,Always Left,Mostly Right,Mostly Right,Left,Always Right,5.0,Weekly,Expert,Man,White,21-25,Unknown or not reported,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Agree,Disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Always Right,Right,Always Left,20.0,Daily,Sponsored/Pro,Man,White,26-35,Unknown or not reported,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,Mostly Left,Always Left,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Left,Mostly Left,Left,Always Left,11.0,Weekly,Advanced,Man,White,26-35,Unknown or not reported,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Mostly Right,Mostly Right,Always Right,Always Right,Always Right,Strongly disagree,I do not know,Disagree,Disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Right,Right,Mostly Right,5.0,Weekly,Sponsored/Pro,Man,White,21-25,Unknown or not reported,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,Always Right,Neutral,I do not know,Disagree,Strongly disagree,Disagree,Strongly Agree,Always Right,Mostly Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Right,Neither,Mostly Right,11.0,Daily,Sponsored/Pro,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,,Always Right,Always Right,Always Right,Always Right,Both Equally,Always Right,Always Right,Left,Always Right,5.0,Daily,Advanced,Woman,White,21-25,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,Always Left,Strongly disagree,I do not know,Disagree,Strongly disagree,Agree,Strongly Agree,Always Right,Mostly Right,Always Right,Mostly Right,Mostly Left,Both Equally,Mostly Right,Left,Mostly Left,20.0,Weekly,Expert,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Left,Mostly Right,Left,Mostly Left,5.0,Weekly,Advanced,Man,White,20 and under,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,,Disagree,Agree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Always Right,Always Right,Mostly Right,Left,Always Left,20.0,Weekly,Intermediate,Man,Black or African American,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Mostly Left,Always Right,Always Right,Always Right,,Strongly disagree,I do not know,Neutral,Strongly disagree,Neutral,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Mostly Right,Mostly Right,Right,Mostly Right,20.0,Daily,Advanced,Man,White,36-45,Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,Always Left,Disagree,Neutral,Neutral,Strongly disagree,Disagree,Agree,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Left,,Both Equally,Right,Both Equally,20.0,Every other week,Advanced,Man,White,46-55,Not Hispanic or Latino,Other;,Other;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Mostly Right,,Both Equally,Agree,Disagree,Agree,Agree,Strongly disagree,Disagree,Mostly Right,Mostly Left,Both Equally,Mostly Right,Mostly Right,Always Right,Always Right,Right,Always Left,1.0,Yearly,Intermediate,Woman,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Disagree,I do not know,Neutral,Strongly disagree,Agree,Strongly Agree,Always Right,Mostly Right,Mostly Right,Mostly Left,Mostly Left,Mostly Right,Mostly Right,Left,Mostly Left,20.0,Weekly,Expert,Man,White,36-45,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Mostly Right,Always Right,Mostly Right,Always Right,,Disagree,I do not know,Disagree,Strongly disagree,Strongly Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Mostly Right,Left,Mostly Right,11.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,,Strongly disagree,I do not know,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Mostly Right,Left,Always Right,5.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,,,Mostly Left,Always Left,Mostly Left,I do not do these activities enough to know,I do not know,I do not know the stance of my favorite skateboarder,Agree,Neutral,Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Both Equally,Always Right,Left,Always Left,,Yearly,Beginner,Man,White,26-35,Hispanic or Latino,South America;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Disagree,I do not know,Strongly Agree,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Both Equally,Mostly Left,Mostly Right,Mostly Left,Left,Mostly Right,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Mostly Left,Mostly Left,Always Left,Disagree,I do not know,Disagree,Strongly disagree,Neutral,Strongly Agree,Always Right,Always Right,Mostly Right,Both Equally,Both Equally,Both Equally,Always Right,Right,Mostly Left,20.0,Weekly,Advanced,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,,Always Right,Always Right,Always Left,Always Left,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Neutral,Strongly disagree,Always Right,Always Right,Always Right,Mostly Right,Always Left,Mostly Right,Always Right,Left,Always Left,3.0,Seasonal (summer),Novice,Woman,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,,,Always Left,,,I do not do these activities enough to know,I do not know,I do not know the stance of my favorite skateboarder,Neutral,Neutral,Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Mostly Left,Always Left,Right,Both Equally,1.0,Yearly,Novice,Man,White,20 and under,Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Mostly Left,Mostly Left,Always Left,Disagree,Agree,I do not know the stance of my favorite skateboarder,Disagree,Agree,Agree,Always Left,Always Left,Mostly Left,Mostly Left,Both Equally,Mostly Right,Both Equally,Right,Mostly Right,3.0,Weekly,Novice,Man,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,,,Disagree,I do not know,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Right,Right,Always Left,11.0,Every other week,Advanced,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
